"Date","MaerskA","MaerskB","Baverian","Carlsberg","Coloplast","DanskeBank","DSV","FLSmidth","Genmab","GN","JyskeBank","Lundbeck","NKT","Nordea","NovoNordisk","Novozymes","Tryg","Vestas","WilliamDemant","OilPrice","USD","GBP","SEK","NOK","CNY","TwoYearBond","TenYearBond","GoldFutures","C20index"
2010-06-22,8613.89,9003.9,191.55,487.3,127.3,119.93,96.45,429.8,58.25,45.4,192.2,87.95,149.72,54.8,101.6,139.4,66.44,57.7,91.08,468.39,6.07,8.92,0.78,0.94,0.89,0.92,2.77,1239.9,416.97
2010-06-23,8513.37,8883.59,190.78,484,125.8,118.35,95.8,420.1,58,45.3,192,87.5,146.34,53.8,101.2,138.1,65.9,57.38,90.4,460.42,6.07,9.05,0.78,0.94,0.89,0.94,2.76,1234.1,413.83
2010-06-24,8310.58,8669.13,180.69,478.9,124.9,114.93,93.65,409.9,54.6,44,186.7,86.95,144.75,52.05,100.7,135.6,65.3,56,88.88,461.05,6.07,9.09,0.78,0.93,0.89,0.89,2.71,1245.5,407.01
2010-06-25,8424.97,8778.97,180.31,478.3,122.9,111.97,92.6,405.5,51.65,43.2,183.9,86.3,142.31,51.65,100,133,65.06,53.94,88.2,474.98,6.05,9.04,0.78,0.93,0.89,0.93,2.73,1255.8,403.36
2010-06-28,8371.25,8761.54,175.27,480,124.4,113.91,93.5,410,49.87,44,182,85.65,142.86,52,100.6,133.4,65,53.04,88.7,472.15,6.03,9.08,0.78,0.94,0.89,0.91,2.69,1238.2,404.47
2010-06-29,7991.68,8369.23,169.84,461,123.5,108.55,88,398.6,45.88,42.3,175.9,83.1,136.54,50.25,99,127.8,63.94,50.3,86,463.66,6.11,9.19,0.78,0.94,0.9,0.89,2.67,1242,391.07
2010-06-30,8095.67,8449.43,171.39,466.9,121.3,109.29,88.35,396.5,43.45,42.6,177.8,83.3,136.09,50.2,98.82,130.7,64.42,51.06,89.5,458.85,6.07,9.11,0.78,0.93,0.9,0.95,2.68,1245.5,393.02
2010-07-01,7764.63,8121.64,166.74,449,121.8,108.55,85.6,378.8,40.91,41.5,177.4,82.8,131.57,49.68,96.96,126.8,63.42,49.5,89.3,440.77,6.04,9.06,0.78,0.93,0.89,1.03,2.67,1206.3,383.73
2010-07-02,8106.07,8473.84,168.29,465.5,122,110.86,88.7,384.6,59.65,41.8,178.5,83.85,134.35,50.6,96.7,126.2,63.98,51.62,90.56,427.82,5.94,9.03,0.78,0.92,0.88,1.01,2.69,1207.4,390.34
2010-07-05,8191,8538.36,168.29,463.7,123.3,110.58,89.4,386.3,59.6,41.6,175.4,83.5,135.3,50.45,97.2,127.6,64.4,51.28,92.78,,5.95,9,0.78,0.92,0.88,0.99,2.66,,391.45
2010-07-06,8456.17,8805.13,173.33,477.5,124.4,115.67,93.05,403,59.9,42.1,183.9,85.3,138.13,52.2,98.22,130.7,65.28,52.62,94.86,426.38,5.93,8.99,0.77,0.92,0.87,1.01,2.68,1194.8,401.45
2010-07-07,8530.7,8909.74,171.39,480,123.3,118.17,92.4,400,62.4,42.7,187.9,86.35,136.74,53.5,98.48,131.6,65.62,53.04,94.68,439.18,5.93,8.96,0.78,0.92,0.88,1.05,2.71,1198.6,404.31
2010-07-08,8917.2,9241.02,174.1,480,121.3,119.93,94.9,402,64.6,43.4,190,86.25,138.48,52.55,97.7,131.3,66.18,53.54,92.8,444.32,5.89,8.92,0.78,0.92,0.87,1.07,2.73,1195.8,406.98
2010-07-09,8769.88,9073.64,170.61,486,121.6,116.13,95.95,404.6,63.7,43.4,189.6,86.1,140.07,54.6,98.3,133.8,66.56,53.44,92.52,448.84,5.9,8.92,0.79,0.93,0.87,1.1,2.73,1209.6,406.58
2010-07-12,8762.94,9061.43,172.16,488,119.7,116.13,96.35,402.4,61.25,43.3,190.5,87.05,140.42,54.8,99.76,133,66.8,52.5,93.22,444.33,5.93,8.91,0.79,0.93,0.88,1.04,2.7,1198.5,407.99
2010-07-13,8648.55,8892.31,172.55,492,120.9,120.67,96.7,408,61.95,44,192,87,142.86,57.1,99.66,135.7,67.38,52.92,93.56,457.69,5.93,8.96,0.79,0.94,0.88,1.07,2.75,1213.3,410.64
2010-07-14,8802.81,9082.36,170.61,485.4,121.7,122.52,97.55,411.2,61.15,43.7,189,87.05,141.17,57.25,100.5,137.7,67.4,53.08,93.2,451.71,5.86,8.93,0.79,0.94,0.87,1.08,2.74,1206.8,413.72
2010-07-15,8594.83,8833.02,170.61,486.6,124,120.76,97.25,403.8,60.6,43.4,189,88,138.33,56.9,102.5,138.5,67.4,55.12,92.9,445.28,5.81,8.92,0.79,0.94,0.86,1.1,2.75,1208.1,415.38
2010-07-16,8388.58,8578.46,167.9,478.9,123.4,116.32,95.4,395,59.15,42.3,184.7,87.05,139.08,56,101.1,138.4,67.14,56.32,92.88,435.38,5.73,8.81,0.79,0.93,0.85,1.1,2.7,1188,409.33
2010-07-19,8310.58,8543.59,162.47,480.8,123.4,114.38,93.2,387.5,57.8,41.5,180.8,87,134.45,55.45,100.4,137.7,66.74,55.26,92.26,440.2,5.75,8.79,0.78,0.92,0.85,1.16,2.75,1181.7,405.55
2010-07-20,8137.27,8358.77,157.04,480,121.9,113.17,93.65,384.8,60.1,40,179.3,85.55,131.27,54.65,99.14,136,66.62,55.74,87.5,448.6,5.8,8.79,0.78,0.92,0.86,1.12,2.72,1191.5,401.22
2010-07-21,8267.26,8568,162.86,486.7,122.5,113.17,97.3,391.7,59.5,40.1,181,85.95,136.09,54.6,99.4,138.6,67.54,55.96,88.34,443.44,5.81,8.88,0.79,0.93,0.86,1.03,2.7,1191.6,405.03
2010-07-22,8378.18,8683.08,167.12,491.2,121.6,115.49,98.9,401.9,60.35,39.8,185,86.9,138.38,55.8,99.4,140,68.82,58.1,85.44,458.19,5.8,8.84,0.79,0.93,0.86,1.02,2.74,1195.5,409.84
2010-07-23,8475.24,8791.18,165.18,510,121.9,115.21,99,402.9,59,39.5,186.5,85.6,137.24,55.4,98.96,141.6,69.84,57.8,83.02,454.62,5.78,8.9,0.79,0.94,0.85,1.11,2.81,1187.7,410.99
2010-07-26,8544.56,8833.02,167.9,506,122.9,118.72,102.2,397.8,60,38.9,189.1,85.25,140.37,55.6,98.56,142.7,70.4,57.6,82.68,454.91,5.76,8.93,0.79,0.93,0.85,1.15,2.83,1183,412.56
2010-07-27,8395.51,8665.64,168.67,512,121.6,123.72,100.3,403,59.55,39.7,194.5,86.45,142.71,57.45,97.8,145.8,71.18,57.8,85.36,442.96,5.72,8.89,0.79,0.93,0.84,1.21,2.86,1158,414.06
2010-07-28,8249.92,8487.79,170.22,510,119.7,126.22,99.65,403.5,60,40,196,87.1,139.48,57.4,98.24,145.5,70.4,56.56,86.44,442,5.74,8.94,0.79,0.93,0.85,1.16,2.82,1160.4,412.92
2010-07-29,8353.92,8646.46,172.16,513,120.7,128.63,98.7,412.3,60.3,39.5,197.6,86.75,141.96,57.8,97.48,145.3,70.4,57.36,86.44,446.36,5.7,8.9,0.79,0.93,0.84,1.16,2.81,1168.4,415.06
2010-07-30,8147.67,8407.59,170.61,507,118.8,124.65,102,407.3,61,39,199.4,87,139.77,57.5,97.82,146.1,69.44,55.6,83.8,450.96,5.72,8.92,0.79,0.94,0.84,1.1,2.76,1181.7,410.83
2010-08-02,8388.58,8648.2,173.33,520,123,130.2,104.2,423,62.45,39.8,203.7,86.65,144.9,59.75,99.22,148.6,71.8,56.96,84.72,463.07,5.7,9.02,0.8,0.95,0.84,1.12,2.8,1183.4,420.85
2010-08-03,8385.11,8644.72,173.71,522.5,124,132.33,105.7,420.2,62.1,41.4,207.7,88.7,145.39,60.2,101.9,148.2,71.86,56.42,85.4,465.01,5.64,8.98,0.8,0.95,0.83,1.05,2.71,1185.2,425.52
2010-08-04,8327.92,8590.67,175.27,522.5,125.2,130.94,108.6,419,62.6,41.8,205.1,90.05,142.46,59.3,100.2,150.8,72.16,58,83.4,465.44,5.64,8.99,0.79,0.94,0.83,1.05,2.71,1193.7,423.72
2010-08-05,8438.84,8674.36,182.25,515,124.2,129.74,105.3,423.4,62.65,43,205.8,89.9,143.2,59.35,101.5,145.9,71.8,58.8,83.2,463.45,5.65,8.98,0.79,0.95,0.83,1.03,2.66,1197.2,424.84
2010-08-06,8454.44,8698.77,184.96,489,124.1,127.52,103.1,418.9,62,42.6,204.3,89.45,141.31,58.45,99.78,144.6,71.44,59.66,82.6,456.22,5.66,8.98,0.79,0.95,0.84,1.03,2.61,1203.4,419.48
2010-08-09,8553.23,8808.61,180.69,501,126.5,130.11,105,428,63.05,43.1,205.3,90.8,144.65,59,100.7,147.4,71.4,60.8,84.24,457.97,5.62,8.97,0.79,0.94,0.83,1,2.62,1200.7,425.49
2010-08-10,8440.57,8688.31,176.82,493.4,125.8,123.35,103.4,418.4,65.95,42.6,202,89.35,143.2,58.1,101.3,146.4,70.8,59.3,85.18,455.19,5.67,8.92,0.79,0.94,0.84,0.97,2.62,1196.2,420.2
2010-08-11,8244.72,8491.28,176.04,491.5,125.4,120.85,100.5,404.7,65,41.5,196,89.3,140.47,56.25,99.36,143,69.82,57.58,83.9,446.99,5.72,9,0.79,0.94,0.84,0.9,2.51,1197.5,411.78
2010-08-12,8130.33,8357.02,178.37,502,124.4,119.19,100.7,398.8,65.5,41,194.2,89.15,135.99,55.2,100.2,143.5,70.22,59.84,84.44,440.87,5.83,9.08,0.79,0.94,0.86,0.86,2.52,1214.8,412.69
2010-08-13,8121.67,8358.77,174.88,499,126.6,118.45,99.9,396.5,65.5,40.8,194.7,89,134.06,55.15,100.4,139.7,69.94,61.6,84.5,438.85,5.82,9.07,0.78,0.94,0.86,0.85,2.49,1214.9,412.99
2010-08-16,8007.28,8283.79,174.49,499.7,128,117.06,99.05,397.8,67.2,40.5,195.5,89.25,133.51,54.75,100.1,140,69.08,61.16,84.64,436.82,5.81,9.07,0.78,0.94,0.85,0.85,2.42,1224.5,411.32
2010-08-17,8255.12,8543.59,178.37,510,129,117.06,101,407,67.15,40.9,197.8,89.65,134.9,55.85,99.76,146,66.36,62.9,84.84,438.84,5.79,9.05,0.79,0.94,0.85,0.88,2.46,1226.6,416.05
2010-08-18,8014.21,8311.69,175.27,514,129.2,121.69,100.5,397,61.3,40,193.9,90.15,131.92,56.1,101.2,144.9,65.6,48.4,83.96,436.05,5.78,9.05,0.79,0.94,0.85,0.87,2.42,1229.7,408.46
2010-08-19,7828.76,8102.46,176.04,523,125.2,120.48,99.8,376.5,60,39.9,192.8,91.1,132.96,55.05,99.9,144.6,65.7,48.66,84.06,432.15,5.8,9.08,0.79,0.94,0.85,0.87,2.38,1233.8,404.4
2010-08-20,7664.11,7943.79,173.71,524,129.3,118.82,96,360,57.45,38.9,187,90.1,128.78,53.65,99.1,143.1,64.3,47.26,82.14,430.53,5.86,9.1,0.79,0.94,0.86,0.82,2.36,1227.2,398.29
2010-08-23,7631.18,7926.36,174.49,524.5,128.7,121.32,97.15,358.5,56.6,39.1,191,90.55,131.47,54.25,99,141.7,65.3,48.52,82.5,426.36,5.86,9.12,0.79,0.94,0.86,0.82,2.35,1226.9,399.92
2010-08-24,7348.67,7624.72,172.94,524,126.1,117.89,93.8,338.1,54,37.8,186.5,89,113.87,52.45,98.32,142.8,64.16,47.56,80.58,420.78,5.91,9.09,0.79,0.94,0.87,0.78,2.25,1231.8,392.04
2010-08-25,7178.82,7427.69,172.94,529,126.3,114.38,93.5,332.5,51.3,36.8,191.1,89.05,113.12,51.15,96.36,139,62.38,45.6,80.74,425.54,5.9,9.1,0.79,0.93,0.87,0.8,2.25,1239.5,384.65
2010-08-26,7463.06,7758.97,173.71,544,125.4,117.24,96,350.1,53.7,38.1,189,88.4,113.27,52.75,97.36,140.3,64.32,46.84,80.36,430.4,5.87,9.11,0.79,0.93,0.86,0.81,2.21,1235.4,392.66
2010-08-27,7464.79,7715.38,173.33,550.5,123.4,119.37,93.75,345.2,57,37.7,196.3,88.4,109.64,52.5,98.2,140,63.04,46,78.8,440.39,5.86,9.08,0.79,0.93,0.86,0.83,2.27,1236,393.45
2010-08-30,7388.54,7689.23,172.94,546.5,124.8,119.84,94,347.4,56.5,36.6,191,88.55,109.99,51.8,99.64,138,63.52,44.94,79.62,437.95,5.86,9.12,0.79,0.93,0.86,0.79,2.19,1237.1,393.79
2010-08-31,7502.92,7715.38,165.96,553.5,125,120.95,93.1,347,55.65,37.8,193.5,89.25,110.44,52.3,100.8,138,63,43.84,79.72,422.32,5.87,9.03,0.79,0.93,0.86,0.78,2.18,1248.3,396.38
2010-09-01,7866.89,8109.43,164.41,569.5,128.5,124.92,99.1,362,59,38.5,197,89.85,114.61,55,102.8,145,63.58,45,81.42,430.22,5.82,8.96,0.8,0.94,0.85,0.81,2.3,1246.3,408.91
2010-09-02,7693.57,7910.67,161.69,558.5,128.4,126.78,98.4,360.8,56.85,41.7,198,89.5,118.34,54.65,102.6,145.2,63.28,44.32,81.5,435.54,5.81,8.94,0.8,0.94,0.85,0.82,2.37,1251.5,406.71
2010-09-03,7710.91,7936.82,162.86,562.5,130.8,127.7,99.6,371.5,57,42.4,205,90.6,121.52,53.95,102.2,143.8,63.58,44.34,82.76,432.28,5.8,8.94,0.8,0.94,0.85,0.86,2.44,1249.2,408.29
2010-09-06,7801.03,8055.38,160.92,558,131.5,126.59,99.5,371.2,57,45.8,206,91.35,122.12,54.35,101.3,143,63.88,44.36,84,,5.78,8.88,0.8,0.94,0.85,0.84,2.42,,407.48
2010-09-07,7580.92,7846.15,158.59,559,131.2,126.04,99.2,368.5,57.3,44.2,203,90.85,121.97,54.05,103.5,142.8,64.4,43.8,84.08,432.18,5.84,8.95,0.8,0.94,0.86,0.8,2.32,1257.3,407.65
2010-09-08,7591.32,7813.02,155.1,568,132.7,125.94,100,371.5,58.25,43.6,204.2,92.25,123.66,54.7,103.1,145.8,65.02,43.6,83.76,437.76,5.86,9.06,0.8,0.94,0.86,0.85,2.36,1255.6,408.64
2010-09-09,7755.97,7994.36,150.84,574.5,132.1,127.15,103,375.2,61,44.6,205.5,94.65,126.1,55.65,106.6,146.9,65.24,41.88,84.44,434.82,5.86,9.02,0.81,0.95,0.86,0.93,2.44,1248.9,415.37
2010-09-10,7717.84,7994.36,154.33,575,131.4,125.48,103.2,374.8,62.3,44.5,205.9,95,127.79,55.9,107.8,147.2,65.86,41.5,85.84,447,5.85,9.04,0.81,0.95,0.86,0.96,2.48,1244.5,416.34
2010-09-13,7806.23,8032.72,151.22,569,131.7,127.7,104.3,382.6,65.25,44.5,210,95.15,129.33,57,107.7,147.8,66.8,43.56,86.5,448.91,5.82,8.96,0.81,0.95,0.86,0.97,2.49,1245.1,419.74
2010-09-14,7788.9,8017.02,153.94,577,131.6,126.41,104,382.2,63.2,43.9,209.4,95,129.13,57.1,107,147.6,66.76,45.06,86.08,444.91,5.79,8.93,0.81,0.95,0.86,0.94,2.44,1269.7,419.47
2010-09-15,7698.77,7945.54,155.1,568,131.9,125.76,103,378.6,62.5,44.1,211.5,94.75,129.28,57,106.9,145.4,66.4,44.1,86.2,435.28,5.73,8.91,0.81,0.94,0.85,1,2.51,1266.7,416.77
2010-09-16,7605.18,7849.64,153.94,560,132.8,124,102.1,371.3,60.05,43,210.4,94.8,127.29,56.55,106.5,145,66.82,43.4,85.08,424.64,5.69,8.89,0.81,0.94,0.85,1.03,2.56,1271.9,413.23
2010-09-17,7615.58,7835.69,153.16,559,132,123.44,102.6,371.4,60.75,43.6,214,94.4,129.03,56.45,106.7,142,67,43.22,84.16,419.84,5.7,8.91,0.81,0.93,0.85,0.99,2.51,1275.6,412.9
2010-09-20,7790.63,8022.26,152.39,566,131.2,123.44,103,376.9,61.45,43.4,215,95,130.33,57.5,107.3,140,66.92,42.46,83.76,426.14,5.7,8.88,0.81,0.94,0.85,1.03,2.55,1279,415.4
2010-09-21,8010.75,8334.36,157.43,574.5,129.2,125.2,105.7,381.1,63.5,43.6,218,95.25,133.21,57.85,106,141.2,67.06,41.72,83.22,414.23,5.68,8.81,0.81,0.94,0.85,0.99,2.5,1272.4,417.54
2010-09-22,7991.68,8302.97,155.88,563.5,129.2,125.67,106.8,387.5,63,43.4,216.5,95.8,133.96,56.75,106,142.3,67.1,42.24,82.08,406.83,5.57,8.71,0.82,0.94,0.83,0.98,2.45,1290.2,417.61
2010-09-23,7915.42,8177.43,153.55,568,131.4,124,106.1,387.6,62,43.1,214,96.35,132.41,55.7,106.7,140.7,67.4,40.76,81.82,410.42,5.59,8.76,0.81,0.94,0.83,0.95,2.41,1294.3,416.09
2010-09-24,8005.55,8301.23,155.1,577,131.6,123.35,109.3,396,61.8,43.3,217,96.8,133.61,56.65,106.6,142.3,67.64,42,82.82,414.58,5.56,8.73,0.81,0.94,0.83,0.99,2.46,1296,419.28
2010-09-27,7972.62,8282.05,151.61,580,129.9,121.69,111.3,394.5,62.6,42.6,216.5,96.2,134.15,56.25,106.6,139.9,66.98,40.42,81.56,422.96,5.53,8.76,0.81,0.94,0.83,0.97,2.38,1296.7,417.05
2010-09-28,7847.83,8156.51,152.78,571,129.2,120.11,110,396,62.15,42.7,212,96.85,132.27,56.2,107.6,140.7,66.54,41.14,80.94,421.57,5.54,8.77,0.81,0.94,0.83,0.98,2.35,1306.6,416.1
2010-09-29,7816.63,8144.31,151.22,565,129.7,117.43,112.4,395,61.75,42.4,211.8,97.65,132.61,56,108.4,139.7,66.2,40.26,80.12,426.21,5.47,8.65,0.81,0.94,0.82,1,2.36,1308.5,415.12
2010-09-30,7703.97,7968.2,152.39,570,130.7,122.06,111.6,399.4,61.6,42.1,213.2,96.55,134.45,57.6,108.5,139.1,65.74,41.2,80.68,436.53,5.46,8.67,0.82,0.94,0.82,1.06,2.38,1307.8,416.96
2010-10-01,7591.32,7846.15,150.45,558.5,130.1,120.67,112,388.9,60.95,42,213,95.7,133.61,56.85,107.3,136.3,65.2,40.94,80.5,442.87,5.43,8.59,0.81,0.93,0.81,1.04,2.41,1316.1,412.1
2010-10-04,7454.4,7692.72,144.63,563.5,128.6,122.61,109.4,375.9,60.55,41.4,212.2,96.2,131.37,56.3,105.8,131.4,64.52,40.98,80.3,442.9,5.44,8.61,0.81,0.93,0.81,1.04,2.36,1315.4,408.35
2010-10-05,7527.19,7799.08,145.41,578.5,127.3,125.57,109.8,381.3,61.3,41.4,214.4,96.7,139.48,57.8,105.2,133.3,64.48,42.3,80.74,448.1,5.41,8.6,0.8,0.93,0.81,1.02,2.41,1338.9,412.01
2010-10-06,7795.83,8069.33,148.9,587,129.2,127.79,110.5,384,60.85,41.5,220.1,97,137.83,57.9,106.6,134.8,63.98,42.62,82,447.68,5.38,8.54,0.8,0.93,0.8,0.99,2.36,1346.4,418.46
2010-10-07,7799.3,8055.38,147.74,585,129.8,128.26,110.9,378.7,61.95,41.4,220.7,98,137.93,58.2,107.6,134.6,64,40.74,82.6,434.13,5.34,8.52,0.8,0.92,0.8,1.02,2.38,1333.9,418.77
2010-10-08,7591.32,7846.15,145.8,590,131.4,126.78,108.6,377.6,61.45,41.2,223.3,98.9,139.23,58.6,107.4,132.8,63.94,40.4,82.9,444.23,5.37,8.52,0.8,0.92,0.81,1.01,2.38,1344.2,415.66
2010-10-11,7743.84,8043.18,146.57,599.5,134.2,128.26,112.1,388.4,61.8,42.3,221.9,99.6,138.73,59.35,108.2,133.7,64,40.82,83,439.78,5.35,8.53,0.8,0.92,0.8,1.01,2.37,1353.3,420.76
2010-10-12,7754.24,8037.95,148.51,593.5,135.3,127.89,112.6,386.4,62.75,42.6,225.1,100.1,137.24,58.5,108.9,133.8,63.66,40.2,83,440.26,5.39,8.54,0.81,0.92,0.81,1.03,2.4,1345.7,420.66
2010-10-13,8010.75,8308.2,151.61,607.5,135.7,132.88,116.2,392.7,67,43.4,233.5,103.7,140.72,59.55,109.1,139.2,63.8,40.88,83.58,443.55,5.34,8.46,0.8,0.92,0.8,0.99,2.38,1369.5,428.56
2010-10-14,7799.3,8060.61,150.06,597,135,131.12,114,394,67.5,43.7,234.9,104.7,139.48,58.9,107.8,138.8,63.36,41.08,85.1,437.4,5.29,8.48,0.81,0.92,0.8,1.05,2.45,1376.7,423.65
2010-10-15,7811.43,8123.38,151.61,584,134.9,128.26,113,396,71.45,43.5,233,105.4,138.33,58.6,107.7,137.6,57.6,40.94,83,429.9,5.29,8.5,0.81,0.92,0.8,1.1,2.51,1371.1,420.47
2010-10-18,7742.1,8020.51,149.67,589,135.8,129.37,112.8,395.4,73.5,44.5,233.7,104.2,143.55,59.35,102.2,136.8,56.7,41.48,82.66,445.76,5.37,8.53,0.8,0.92,0.81,1.13,2.5,1371.2,413.76
2010-10-19,7712.64,7961.23,151.61,578,137,130.66,113,398.6,71.15,44.6,239,107.2,142.61,58.9,98.6,136.3,56.6,41.54,83.48,428.16,5.38,8.47,0.8,0.91,0.81,1.13,2.51,1335.1,409.12
2010-10-20,7901.56,8228,152,576,137.2,132.51,115,401.4,70.7,44.9,239.7,107.5,144.1,58.35,107.6,137,56.3,39.62,81.98,440.83,5.38,8.46,0.8,0.91,0.81,1.21,2.56,1343.3,421.93
2010-10-21,7972.62,8301.23,157.43,598,136.4,134.83,115.5,414.8,68.8,45.3,240,107.3,145.69,59.45,107.8,139.1,56.52,40.32,83,425.86,5.32,8.38,0.8,0.92,0.8,1.25,2.61,1324.7,426.99
2010-10-22,7963.95,8282.05,160.53,595.5,136.7,132.88,116,415.8,69,45.5,239.7,106.5,143.2,59.45,107.4,136,55.66,40.3,82.04,434.33,5.35,8.4,0.81,0.92,0.8,1.25,2.58,1324.4,424.72
2010-10-25,8015.95,8334.36,169.84,597,136.3,134.55,116.9,418.2,71,46.2,241.9,107,142.71,59.45,108.7,137.7,56.22,40,81.84,435.85,5.32,8.36,0.81,0.92,0.8,1.22,2.58,1338.3,427.85
2010-10-26,7870.36,8166.97,170.61,591,135.2,132.42,115,417,70.85,45.7,241.7,107.1,141.81,58.8,107.8,136.3,55.76,35.86,81.24,442.79,5.36,8.51,0.8,0.92,0.8,1.27,2.63,1338,420.93
2010-10-27,7922.35,8229.74,171.78,584,133.8,135.01,115,407.9,70.65,45.8,243.4,106.9,139.87,60.1,109,137.8,55.4,35.28,79.86,442.55,5.4,8.55,0.8,0.92,0.81,1.27,2.68,1322.2,422.76
2010-10-28,7859.96,8177.43,170.61,588.5,133.7,134.18,112.4,400,70.9,45.1,239.8,106.9,143.1,59,112.1,146,54.16,34.08,79.86,442.43,5.38,8.57,0.8,0.92,0.8,1.28,2.67,1342.1,425.69
2010-10-29,7804.5,8107.69,169.45,586,132.7,131.87,109.8,396,71.1,44.7,240,107,143.4,58.55,112.8,142.8,54,34.2,80.34,438.27,5.38,8.58,0.8,0.91,0.81,1.26,2.62,1357.1,424.2
2010-11-01,7995.15,8311.69,169.06,594,132.9,130.38,112,405.6,70.5,44.6,239.7,108.5,141.22,58.35,112,141.5,54.82,33.52,80.6,444.12,5.35,8.6,0.8,0.92,0.8,1.23,2.6,1350.2,424.79
2010-11-02,8185.8,8543.59,169.06,596,134.4,136.95,110.6,399,70.1,44.3,237.5,107.8,141.96,58.2,111.3,142.6,55.18,33.4,80.6,446.33,5.32,8.52,0.8,0.91,0.8,1.25,2.59,1356.4,427.55
2010-11-03,8211.79,8543.59,169.45,589,148.4,140.93,110.9,398.4,68.2,44.8,232,103.3,139.48,57.3,110.5,141.1,54.1,34.78,79.02,449.27,5.32,8.57,0.8,0.91,0.8,1.25,2.56,1337.1,428
2010-11-04,8359.11,8700.51,167.51,598.5,159.2,143.06,112.9,416,67.2,45,238.3,102.1,143.7,59.05,110,140.8,54.98,35.26,80.18,452.65,5.23,8.51,0.81,0.91,0.79,1.22,2.51,1382.7,432.77
2010-11-05,8447.51,8775.49,169.06,595.5,154.5,138.71,114.4,414,67,47.4,240.7,103.6,143.35,58.6,110,140.4,54.34,34.8,79.7,459.63,5.29,8.59,0.8,0.92,0.8,1.21,2.54,1397.3,431.32
2010-11-08,8296.72,8595.9,171,595,153.8,135.57,114.5,416.1,66.5,46.7,236.7,103.9,143.06,57.75,111.3,143.8,54.4,34.4,80.8,466.32,5.36,8.64,0.8,0.92,0.8,1.22,2.52,1402.8,430.46
2010-11-09,8296.72,8594.15,180.69,565,152.4,140.66,114.8,430.4,68.2,47.2,240.9,104.8,142.66,58,112.4,145.9,54.6,35.54,81.06,465.28,5.35,8.64,0.8,0.92,0.8,1.24,2.57,1409.8,433.38
2010-11-10,8274.19,8595.9,175.65,558,152.9,138.81,113.8,435,66.8,46.5,239.1,105.9,143.8,57.5,113.6,145,53.96,34.7,80.78,475.08,5.41,8.7,0.8,0.92,0.82,1.19,2.55,1399.1,432.89
2010-11-11,8341.78,8663.9,175.27,568,155.8,137.69,112.6,431,65.65,46.6,239.1,105.3,144.7,56.85,113.4,144.4,53.52,34.4,81.6,477.53,5.44,8.78,0.8,0.92,0.82,1.18,2.57,1403.1,433.17
2010-11-12,8366.05,8709.23,175.27,559,157.2,134.27,113.3,427,66.3,46.9,237.8,105.5,143.3,56.6,113.3,145.8,53.4,34.4,82.78,461.52,5.44,8.76,0.8,0.92,0.82,1.27,2.68,1365.4,431.58
2010-11-15,8392.04,8698.77,174.49,557,155,134.18,115.6,441,66.75,47,250,106.2,144.2,57.1,114.1,146.4,53.38,34.46,82.76,464.34,5.47,8.79,0.8,0.92,0.82,1.26,2.71,1368.4,433.89
2010-11-16,8116.47,8411.08,174.49,554.5,155,132.33,114.5,423.5,67.1,46.7,241,105.5,138.23,55.6,114,143.8,53,34.6,79.5,450.89,5.48,8.76,0.8,0.91,0.82,1.23,2.73,1338.3,428.37
2010-11-17,8106.07,8412.82,170.61,551,152.2,134.18,114.1,416,67.5,46,234.8,106,133.56,55.95,114.3,144.1,52.52,35.02,81.2,444.78,5.53,8.78,0.79,0.91,0.83,1.22,2.75,1336.8,428.99
2010-11-18,8234.33,8522.67,177.59,548,152.5,136.58,115.3,464.5,68.5,46.2,239.7,108,135.99,57.2,113,146,53.08,35.48,81.2,447.29,5.46,8.75,0.8,0.91,0.82,1.28,2.81,1352.9,431.89
2010-11-19,8137.27,8400.61,176.82,548,152.5,136.58,115.5,470.6,67.45,46.6,236.7,108.3,135.55,56.7,114.4,145.9,53.06,35.74,81.54,445.17,5.45,8.72,0.79,0.91,0.82,1.28,2.83,1352.2,432.95
2010-11-22,8076.61,8343.08,176.04,544,153.3,136.86,115.4,491.6,68.2,46.5,234,107.8,135.1,55.85,114.5,146.8,52.52,33.84,81.56,443.85,5.46,8.72,0.79,0.91,0.82,1.2,2.77,1357.7,431.78
2010-11-23,7918.89,8168.72,171,550,155.5,133.72,113.9,487,67.25,46,231,106.7,132.02,55.05,115,146.2,51.48,33.78,80.06,446.29,5.52,8.79,0.79,0.91,0.83,1.1,2.72,1377.5,429.43
2010-11-24,8003.81,8247.18,167.12,545,153,134.46,113.4,486,68.15,48,231,106.2,132.36,55.95,116.4,147,51.58,33.22,80.4,465.04,5.59,8.83,0.8,0.92,0.84,1.18,2.84,1372.9,431.5
2010-11-25,7920.62,8160,167.12,554,153.1,134.46,113,481.5,68,48.2,227.6,107.9,132.27,56.65,115.1,149.2,51.34,33,80.14,,5.6,8.81,0.8,0.92,0.84,1.14,2.85,,429.75
2010-11-26,7823.56,8046.67,165.18,551.5,152.3,133.72,112.9,485.9,67,48.3,227.7,106.4,129.13,56.75,115.1,149.3,51,32.98,82.3,472.72,5.64,8.82,0.8,0.91,0.85,1.11,2.87,1362.3,428.54
2010-11-29,7773.3,8018.77,160.53,541.5,151.2,133.16,112.9,481.6,65.55,48,228,101.4,128.09,56.3,113.5,147.3,50.14,31.3,80.12,486.12,5.67,8.83,0.81,0.92,0.85,1.11,2.89,1366,423.17
