"Date","Genmab","FLSmidth","Lundbeck","WilliamDemant","OilPrice","USD","NOK"
2019-09-02,1394.5,289.8,247.2,208.4,369.81,6.8,0.75
2019-09-03,1435,287,247.4,200.1,367.55,6.82,0.74
2019-09-04,1440,293.2,245.5,200,380.57,6.77,0.75
2019-09-05,1430,297.6,246.5,205.4,379.96,6.75,0.75
2019-09-06,1409.5,293.5,243.6,201.6,381.97,6.77,0.75
2019-09-09,1391.5,297.3,232.6,195.75,391.35,6.76,0.76
2019-09-10,1328,296.2,233.5,193.95,387.71,6.76,0.75
2019-09-11,1349.5,309.4,246.3,200.1,377.41,6.78,0.76
2019-09-12,1375,311.3,242,204.6,375.25,6.81,0.76
2019-09-13,1365.5,313.3,236.5,202,368.55,6.73,0.75
2019-09-16,1377.5,311.2,235.1,192,427.13,6.77,0.75
2019-09-17,1363.5,310.6,229.5,186,401.33,6.77,0.76
2019-09-18,1390,307.2,229.2,187.9,393.13,6.76,0.76
2019-09-19,1382.5,302.4,235.5,187.8,392.63,6.75,0.76
2019-09-20,1402,299.3,244,182.4,392.09,6.77,0.75
2019-09-23,1405,295.5,240.3,181.95,398.91,6.8,0.75
2019-09-24,1415.5,292.1,238.1,187,388.27,6.79,0.75
2019-09-25,1405.5,289.1,232.2,183.05,383.23,6.8,0.75
2019-09-26,1417.5,288.7,228.8,177.35,383.79,6.82,0.75
2019-09-27,1400,291.1,227,178,382.01,6.83,0.75
2019-09-30,1390.5,298.2,227.2,175.45,370.87,6.86,0.75
2019-10-01,1384.5,285,223.9,172,367.18,6.85,0.75
2019-10-02,1307,265.9,217.2,167.95,359.96,6.83,0.75
2019-10-03,1323.5,259.3,218.5,167.6,357.29,6.82,0.75
2019-10-04,1331,265.2,220.4,167.55,359.35,6.8,0.75
2019-10-07,1343,265.8,223.7,167.7,358.41,6.79,0.74
2019-10-08,1336.5,254.3,223.3,164.7,357.88,6.8,0.74
2019-10-09,1348.5,256.3,223.4,164.9,357.98,6.8,0.74
2019-10-10,1322.5,259.7,224.4,161.7,362.72,6.77,0.74
2019-10-11,1334.5,233.7,223,164.05,370.36,6.76,0.74
2019-10-14,1346,226.7,224.6,172.15,362.71,6.77,0.74
2019-10-15,1390.5,232.6,225.8,174.6,358.4,6.79,0.74
2019-10-16,1391.5,233.5,224,175,362.01,6.78,0.74
2019-10-17,1410,231.2,227,176.6,362.28,6.72,0.73
2019-10-18,1409.5,231,221.8,172.7,360.3,6.7,0.73
2019-10-21,1386,237.1,224,171.05,356.26,6.69,0.74
2019-10-22,1430,235.5,225.7,174.3,363.87,6.71,0.73
2019-10-23,1406.5,237.2,222.6,174.4,375.45,6.72,0.73
2019-10-24,1420,235.6,222.2,172.45,376.68,6.71,0.74
2019-10-25,1424,244.8,225.7,172.2,380.14,6.73,0.73
2019-10-28,1435,249.8,227.2,173.45,374.65,6.74,0.73
2019-10-29,1439,247.2,235,174.3,372.62,6.73,0.73
2019-10-30,1455,243.7,230.6,177.55,368.97,6.73,0.73
2019-10-31,1460,239.7,228.5,176.8,361.82,6.7,0.73
2019-11-01,1481.5,243.5,232,177.75,375.87,6.71,0.74
2019-11-04,1481,252.9,234.5,179.2,377.18,6.7,0.73
2019-11-05,1457,256.2,236.9,178.15,383.62,6.73,0.74
2019-11-06,1461.5,257.4,236,181.4,378.28,6.74,0.74
2019-11-07,1500,260.2,244.6,183.65,383.89,6.75,0.74
2019-11-08,1498,255.4,242.5,184.75,386.16,6.77,0.74
2019-11-11,1504,257.5,247,184.9,385.295,6.77,0.74
2019-11-12,1491.5,256,244,184.55,384.43,6.78,0.74
2019-11-13,1508,253.1,240.7,187.05,386.19,6.79,0.74
2019-11-14,1490.5,252.8,237,186.55,384.37,6.79,0.74
2019-11-15,1506.5,255.7,236,191.2,389.67,6.77,0.74
2019-11-18,1530,250.9,237.7,204.3,383.86,6.76,0.74
2019-11-19,1508.5,251.7,241.2,198.25,370.54,6.75,0.74
2019-11-20,1512.5,250.2,245.2,198.65,383.22,6.76,0.74
2019-11-21,1516,248.7,249.8,197.3,393.24,6.74,0.74
2019-11-22,1528.5,250.9,253.6,201.5,389.78,6.76,0.74
2019-11-25,1565.5,251.7,258.5,206.6,392.24,6.79,0.74
2019-11-26,1595.5,253.5,260.3,206.4,394.96,6.78,0.74
2019-11-27,1590,260.1,263.1,207.7,394.43,6.79,0.74
2019-11-28,1581,253.4,262,208.3,394.915,6.79,0.74
2019-11-29,1580,249.1,259.8,207.5,395.4,6.8,0.74
2019-12-02,1579,251.1,258.6,204.4,379.35,6.78,0.74
2019-12-03,1594,247.5,255.3,206,378.96,6.75,0.73
2019-12-04,1620,250.6,256.9,207.3,394.17,6.74,0.73
2019-12-05,1615,253.2,257.2,208,393.45,6.73,0.74
2019-12-06,1615,253.2,259.5,210,398.74,6.74,0.74
2019-12-09,1582,254.4,256.1,208.8,398.01,6.75,0.74
2019-12-10,1577.5,252,255,210.4,399.53,6.75,0.73
2019-12-11,1545,248,249.9,208.6,396.34,6.75,0.74
2019-12-12,1474.5,257.5,255.3,210.4,397.11,6.71,0.74
2019-12-13,1469,263.4,261.5,211,402.01,6.69,0.74
2019-12-16,1503,269.5,264.4,218,403.69,6.7,0.75
2019-12-17,1490.5,268.8,258.9,214.6,407.6,6.7,0.74
2019-12-18,1459.5,264.6,259.9,212.9,409.6,6.72,0.74
2019-12-19,1466.5,264.3,257.6,211.4,412.03,6.72,0.75
2019-12-20,1460.5,264.1,259.3,208.5,406.9,6.73,0.75
2019-12-23,1464.5,266.2,259.3,211,408.24,6.75,0.75
2019-12-27,1488,265.4,261.1,212.5,413.67,6.7,0.76
